t,cell_location,a,x,s
166,"(4, 17)",1,1,0
166,"(4, 18)",0,0,0
166,"(4, 19)",0,0,0
166,"(5, 0)",0,0,0
166,"(5, 1)",1,0,0
166,"(5, 2)",0,0,0
166,"(5, 3)",1,1,0
166,"(5, 4)",1,0,0
166,"(5, 5)",1,1,0
166,"(5, 6)",0,0,0
166,"(5, 7)",1,0,0
166,"(5, 8)",0,0,0
166,"(5, 9)",0,0,0
166,"(5, 10)",0,0,0
166,"(5, 11)",1,0,0
166,"(5, 12)",0,0,0
166,"(5, 13)",0,0,0
166,"(5, 14)",0,0,0
166,"(5, 15)",0,0,0
166,"(5, 16)",0,0,0
166,"(5, 17)",0,0,0
166,"(5, 18)",0,0,0
166,"(5, 19)",0,0,0
166,"(6, 0)",0,0,0
166,"(6, 1)",1,1,0
166,"(6, 2)",1,1,0
166,"(6, 3)",1,1,0
166,"(6, 4)",0,0,0
166,"(6, 5)",1,1,0
166,"(6, 6)",0,0,0
166,"(6, 7)",0,0,0
166,"(6, 8)",1,1,0
166,"(6, 9)",0,0,0
166,"(6, 10)",1,0,0
166,"(6, 11)",0,0,0
166,"(6, 12)",0,0,0
166,"(6, 13)",1,1,0
166,"(6, 14)",0,0,0
166,"(6, 15)",0,0,0
166,"(6, 16)",1,0,0
166,"(6, 17)",1,0,0
166,"(6, 18)",1,0,0
166,"(6, 19)",1,0,0
166,"(7, 0)",0,0,0
166,"(7, 1)",0,0,0
166,"(7, 2)",1,1,0
166,"(7, 3)",1,0,0
166,"(7, 4)",0,0,0
166,"(7, 5)",0,0,0
166,"(7, 6)",1,1,0
166,"(7, 7)",0,0,0
166,"(7, 8)",1,1,0
166,"(7, 9)",1,0,0
166,"(7, 10)",0,0,0
166,"(7, 11)",0,0,0
166,"(7, 12)",1,1,0
166,"(7, 13)",1,1,0
166,"(7, 14)",1,0,0
166,"(7, 15)",0,0,0
166,"(7, 16)",0,0,0
166,"(7, 17)",1,1,0
166,"(7, 18)",0,0,0
166,"(7, 19)",0,0,0
166,"(8, 0)",0,0,0
166,"(8, 1)",1,0,0
166,"(8, 2)",1,0,0
166,"(8, 3)",0,0,0
166,"(8, 4)",1,1,0
166,"(8, 5)",0,0,0
166,"(8, 6)",1,1,0
166,"(8, 7)",1,1,0
166,"(8, 8)",1,1,0
166,"(8, 9)",0,0,0
166,"(8, 10)",1,0,0
166,"(8, 11)",1,1,0
166,"(8, 12)",0,0,0
166,"(8, 13)",0,0,0
166,"(8, 14)",1,0,0
166,"(8, 15)",0,0,0
166,"(8, 16)",1,1,0
166,"(8, 17)",1,0,0
166,"(8, 18)",0,0,0
166,"(8, 19)",1,0,0
166,"(9, 0)",1,1,0
166,"(9, 1)",0,0,0
166,"(9, 2)",1,0,0
166,"(9, 3)",1,1,0
166,"(9, 4)",1,1,0
166,"(9, 5)",0,0,0
166,"(9, 6)",1,1,0
166,"(9, 7)",1,1,0
166,"(9, 8)",1,1,0
166,"(9, 9)",1,1,0
166,"(9, 10)",0,0,0
166,"(9, 11)",0,0,0
166,"(9, 12)",1,1,0
166,"(9, 13)",0,0,0
166,"(9, 14)",0,0,0
166,"(9, 15)",1,0,0
166,"(9, 16)",0,0,0
166,"(9, 17)",1,0,0
166,"(9, 18)",1,0,0
166,"(9, 19)",0,0,0
166,"(10, 0)",0,0,0
166,"(10, 1)",0,0,0
166,"(10, 2)",0,0,0
166,"(10, 3)",1,1,0
166,"(10, 4)",1,0,0
166,"(10, 5)",0,0,0
166,"(10, 6)",1,1,0
166,"(10, 7)",1,1,0
166,"(10, 8)",1,0,0
166,"(10, 9)",1,1,0
166,"(10, 10)",1,1,0
166,"(10, 11)",0,0,0
166,"(10, 12)",1,0,0
166,"(10, 13)",0,0,0
166,"(10, 14)",1,0,0
166,"(10, 15)",0,0,0
166,"(10, 16)",1,1,1
166,"(10, 17)",1,0,0
166,"(10, 18)",1,0,0
166,"(10, 19)",0,0,0
166,"(11, 0)",0,0,0
166,"(11, 1)",0,0,0
166,"(11, 2)",1,0,0
166,"(11, 3)",0,0,0
166,"(11, 4)",0,0,0
166,"(11, 5)",0,0,0
166,"(11, 6)",1,1,0
166,"(11, 7)",1,1,0
166,"(11, 8)",0,0,0
166,"(11, 9)",1,0,0
166,"(11, 10)",0,0,0
166,"(11, 11)",1,1,0
166,"(11, 12)",1,1,0
166,"(11, 13)",1,1,0
166,"(11, 14)",1,1,0
166,"(11, 15)",0,0,0
166,"(11, 16)",0,0,0
166,"(11, 17)",0,0,0
166,"(11, 18)",1,0,0
166,"(11, 19)",1,1,0
166,"(12, 0)",1,1,0
166,"(12, 1)",1,0,0
166,"(12, 2)",1,0,0
166,"(12, 3)",1,1,0
166,"(12, 4)",1,0,0
166,"(12, 5)",0,0,0
166,"(12, 6)",1,0,0
166,"(12, 7)",0,0,0
166,"(12, 8)",0,0,0
166,"(12, 9)",0,0,0
166,"(12, 10)",1,1,0
166,"(12, 11)",0,0,0
166,"(12, 12)",1,0,0
166,"(12, 13)",1,0,0
166,"(12, 14)",1,0,0
166,"(12, 15)",0,0,0
166,"(12, 16)",0,0,0
166,"(12, 17)",0,0,0
166,"(12, 18)",0,0,0
166,"(12, 19)",0,0,0
166,"(13, 0)",1,1,0
166,"(13, 1)",0,0,0
166,"(13, 2)",0,0,0
166,"(13, 3)",0,0,0
166,"(13, 4)",0,0,0
166,"(13, 5)",0,0,0
166,"(13, 6)",0,0,0
166,"(13, 7)",0,0,0
166,"(13, 8)",0,0,0
166,"(13, 9)",1,1,0
166,"(13, 10)",1,1,0
166,"(13, 11)",0,0,0
166,"(13, 12)",1,1,0
166,"(13, 13)",0,0,0
166,"(13, 14)",1,1,0
166,"(13, 15)",0,0,0
166,"(13, 16)",1,1,0
166,"(13, 17)",1,0,0
166,"(13, 18)",0,0,0
166,"(13, 19)",0,0,0
166,"(14, 0)",0,0,0
166,"(14, 1)",1,0,0
166,"(14, 2)",1,1,0
166,"(14, 3)",0,0,0
166,"(14, 4)",1,1,0
166,"(14, 5)",0,0,0
166,"(14, 6)",1,0,0
166,"(14, 7)",1,1,0
166,"(14, 8)",1,0,0
166,"(14, 9)",0,0,0
166,"(14, 10)",1,0,0
166,"(14, 11)",1,0,0
166,"(14, 12)",1,1,0
166,"(14, 13)",0,0,0
166,"(14, 14)",1,1,0
166,"(14, 15)",1,0,0
166,"(14, 16)",0,0,0
166,"(14, 17)",1,0,0
166,"(14, 18)",1,0,0
166,"(14, 19)",1,0,0
166,"(15, 0)",0,0,0
166,"(15, 1)",0,0,0
166,"(15, 2)",1,0,0
166,"(15, 3)",0,0,0
166,"(15, 4)",0,0,0
166,"(15, 5)",1,0,1
166,"(15, 6)",0,0,0
166,"(15, 7)",0,0,0
166,"(15, 8)",1,0,0
166,"(15, 9)",1,0,0
166,"(15, 10)",1,1,0
166,"(15, 11)",1,1,0
166,"(15, 12)",1,0,0
166,"(15, 13)",1,1,0
166,"(15, 14)",0,0,0
166,"(15, 15)",1,0,0
166,"(15, 16)",1,1,0
166,"(15, 17)",1,1,0
166,"(15, 18)",1,0,0
166,"(15, 19)",1,0,0
166,"(16, 0)",0,0,0
166,"(16, 1)",0,0,0
166,"(16, 2)",1,0,0
166,"(16, 3)",1,0,0
166,"(16, 4)",0,0,0
166,"(16, 5)",1,0,0
166,"(16, 6)",1,0,0
166,"(16, 7)",0,0,0
166,"(16, 8)",1,0,0
166,"(16, 9)",1,0,0
166,"(16, 10)",1,0,0
166,"(16, 11)",0,0,0
166,"(16, 12)",1,0,0
166,"(16, 13)",1,0,0
166,"(16, 14)",1,0,0
166,"(16, 15)",1,0,0
166,"(16, 16)",0,0,0
166,"(16, 17)",0,0,0
166,"(16, 18)",0,0,0
166,"(16, 19)",1,0,0
166,"(17, 0)",1,0,0
166,"(17, 1)",0,0,0
166,"(17, 2)",0,0,0
166,"(17, 3)",1,0,0
166,"(17, 4)",0,0,0
166,"(17, 5)",1,1,0
166,"(17, 6)",1,0,0
166,"(17, 7)",0,0,0
166,"(17, 8)",1,1,0
166,"(17, 9)",1,0,0
166,"(17, 10)",1,0,0
166,"(17, 11)",1,0,0
166,"(17, 12)",1,1,0
166,"(17, 13)",0,0,0
166,"(17, 14)",1,0,0
166,"(17, 15)",0,0,0
166,"(17, 16)",0,0,0
166,"(17, 17)",0,0,0
166,"(17, 18)",1,0,0
166,"(17, 19)",0,0,0
166,"(18, 0)",1,0,0
166,"(18, 1)",0,0,0
166,"(18, 2)",1,0,0
166,"(18, 3)",1,0,0
166,"(18, 4)",1,1,0
166,"(18, 5)",1,0,0
166,"(18, 6)",1,1,0
166,"(18, 7)",0,0,0
166,"(18, 8)",0,0,0
166,"(18, 9)",0,0,0
166,"(18, 10)",1,0,0
166,"(18, 11)",1,0,0
166,"(18, 12)",0,0,0
166,"(18, 13)",1,0,0
166,"(18, 14)",1,1,0
166,"(18, 15)",1,0,0
166,"(18, 16)",1,0,0
166,"(18, 17)",1,0,0
166,"(18, 18)",0,0,0
166,"(18, 19)",0,0,0
166,"(19, 0)",1,0,0
166,"(19, 1)",0,0,0
166,"(19, 2)",1,0,0
166,"(19, 3)",1,1,0
166,"(19, 4)",0,0,0
166,"(19, 5)",1,0,0
166,"(19, 6)",1,0,0
166,"(19, 7)",0,0,0
166,"(19, 8)",1,0,0
166,"(19, 9)",1,1,0
166,"(19, 10)",0,0,0
166,"(19, 11)",0,0,0
166,"(19, 12)",0,0,0
166,"(19, 13)",0,0,0
166,"(19, 14)",1,0,0
166,"(19, 15)",0,0,0
166,"(19, 16)",1,0,0
166,"(19, 17)",1,1,0
166,"(19, 18)",1,0,0
166,"(19, 19)",1,0,0
167,"(0, 0)",1,0,0
167,"(0, 1)",1,0,0
167,"(0, 2)",1,0,0
167,"(0, 3)",1,0,0
167,"(0, 4)",1,0,0
167,"(0, 5)",1,0,0
167,"(0, 6)",0,0,0
167,"(0, 7)",0,0,0
167,"(0, 8)",0,0,0
167,"(0, 9)",0,0,0
167,"(0, 10)",0,0,0
167,"(0, 11)",1,0,0
167,"(0, 12)",0,0,0
167,"(0, 13)",1,0,0
167,"(0, 14)",0,0,0
167,"(0, 15)",0,0,0
167,"(0, 16)",1,1,0
167,"(0, 17)",1,1,0
167,"(0, 18)",0,0,0
167,"(0, 19)",1,0,0
167,"(1, 0)",1,1,0
167,"(1, 1)",0,0,0
167,"(1, 2)",1,0,0
167,"(1, 3)",0,0,0
167,"(1, 4)",0,0,0
167,"(1, 5)",0,0,0
167,"(1, 6)",1,1,0
167,"(1, 7)",1,0,0
167,"(1, 8)",0,0,0
167,"(1, 9)",1,0,0
167,"(1, 10)",0,0,0
167,"(1, 11)",0,0,0
167,"(1, 12)",1,1,0
167,"(1, 13)",1,0,0
167,"(1, 14)",0,0,0
167,"(1, 15)",1,1,0
167,"(1, 16)",1,1,0
167,"(1, 17)",1,0,0
167,"(1, 18)",0,0,0
167,"(1, 19)",0,0,0
167,"(2, 0)",1,0,0
167,"(2, 1)",0,0,0
167,"(2, 2)",1,1,1
167,"(2, 3)",0,0,0
167,"(2, 4)",1,1,0
167,"(2, 5)",1,0,0
167,"(2, 6)",1,1,0
167,"(2, 7)",0,0,0
167,"(2, 8)",1,0,0
167,"(2, 9)",1,1,0
167,"(2, 10)",1,0,0
167,"(2, 11)",1,0,0
167,"(2, 12)",1,0,0
167,"(2, 13)",1,0,0
167,"(2, 14)",0,0,0
167,"(2, 15)",0,0,0
167,"(2, 16)",1,0,0
167,"(2, 17)",1,0,0
167,"(2, 18)",0,0,0
167,"(2, 19)",0,0,0
167,"(3, 0)",1,1,0
167,"(3, 1)",0,0,0
167,"(3, 2)",0,0,0
167,"(3, 3)",0,0,0
167,"(3, 4)",0,0,0
167,"(3, 5)",1,0,0
167,"(3, 6)",1,1,0
167,"(3, 7)",1,0,0
167,"(3, 8)",1,0,0
167,"(3, 9)",0,0,0
167,"(3, 10)",0,0,0
167,"(3, 11)",0,0,0
167,"(3, 12)",0,0,0
167,"(3, 13)",1,1,0
167,"(3, 14)",1,1,0
167,"(3, 15)",0,0,0
167,"(3, 16)",0,0,0
167,"(3, 17)",0,0,0
167,"(3, 18)",1,0,0
167,"(3, 19)",0,0,0
167,"(4, 0)",0,0,0
167,"(4, 1)",0,0,0
167,"(4, 2)",0,0,0
167,"(4, 3)",1,0,0
167,"(4, 4)",0,0,0
167,"(4, 5)",0,0,0
167,"(4, 6)",1,1,0
167,"(4, 7)",0,0,0
167,"(4, 8)",0,0,0
167,"(4, 9)",0,0,0
167,"(4, 10)",1,1,0
167,"(4, 11)",1,1,0
167,"(4, 12)",0,0,0
167,"(4, 13)",1,0,0
167,"(4, 14)",0,0,0
167,"(4, 15)",1,1,0
167,"(4, 16)",1,0,0
167,"(4, 17)",1,0,0
167,"(4, 18)",1,1,0
167,"(4, 19)",0,0,0
167,"(5, 0)",1,1,0
167,"(5, 1)",0,0,0
167,"(5, 2)",1,1,0
167,"(5, 3)",0,0,0
167,"(5, 4)",1,1,0
167,"(5, 5)",0,0,0
167,"(5, 6)",1,0,0
167,"(5, 7)",0,0,0
167,"(5, 8)",0,0,0
167,"(5, 9)",1,1,0
167,"(5, 10)",1,1,0
167,"(5, 11)",1,1,0
167,"(5, 12)",0,0,0
167,"(5, 13)",1,1,0
167,"(5, 14)",0,0,0
167,"(5, 15)",0,0,0
167,"(5, 16)",0,0,0
167,"(5, 17)",0,0,0
167,"(5, 18)",1,0,0
167,"(5, 19)",1,0,0
167,"(6, 0)",1,0,0
167,"(6, 1)",0,0,0
167,"(6, 2)",0,0,0
167,"(6, 3)",1,1,0
167,"(6, 4)",1,0,0
167,"(6, 5)",0,0,0
167,"(6, 6)",1,1,0
167,"(6, 7)",0,0,0
167,"(6, 8)",0,0,0
167,"(6, 9)",1,1,0
167,"(6, 10)",0,0,0
167,"(6, 11)",1,0,0
167,"(6, 12)",0,0,0
167,"(6, 13)",1,1,0
167,"(6, 14)",0,0,0
167,"(6, 15)",0,0,0
167,"(6, 16)",0,0,0
167,"(6, 17)",0,0,0
167,"(6, 18)",0,0,0
167,"(6, 19)",1,1,0
167,"(7, 0)",0,0,0
167,"(7, 1)",0,0,0
167,"(7, 2)",0,0,0
167,"(7, 3)",1,0,0
167,"(7, 4)",0,0,0
167,"(7, 5)",0,0,0
167,"(7, 6)",0,0,0
167,"(7, 7)",1,1,0
167,"(7, 8)",1,1,0
167,"(7, 9)",0,0,0
167,"(7, 10)",0,0,0
167,"(7, 11)",1,1,0
167,"(7, 12)",1,1,0
167,"(7, 13)",1,1,0
167,"(7, 14)",0,0,0
167,"(7, 15)",1,1,0
167,"(7, 16)",0,0,0
167,"(7, 17)",1,0,0
167,"(7, 18)",0,0,0
167,"(7, 19)",1,1,0
167,"(8, 0)",0,0,0
167,"(8, 1)",1,1,0
167,"(8, 2)",0,0,0
167,"(8, 3)",0,0,0
167,"(8, 4)",1,1,0
167,"(8, 5)",1,1,0
167,"(8, 6)",1,0,0
167,"(8, 7)",1,1,0
167,"(8, 8)",1,0,0
167,"(8, 9)",0,0,0
167,"(8, 10)",0,0,0
167,"(8, 11)",0,0,0
167,"(8, 12)",0,0,0
167,"(8, 13)",0,0,0
167,"(8, 14)",1,0,0
167,"(8, 15)",0,0,0
167,"(8, 16)",0,0,0
167,"(8, 17)",1,0,0
167,"(8, 18)",0,0,0
167,"(8, 19)",1,0,0
167,"(9, 0)",0,0,0
167,"(9, 1)",0,0,0
167,"(9, 2)",0,0,0
167,"(9, 3)",1,1,0
167,"(9, 4)",0,0,0
167,"(9, 5)",0,0,0
167,"(9, 6)",1,0,0
167,"(9, 7)",0,0,0
167,"(9, 8)",1,1,0
167,"(9, 9)",0,0,0
167,"(9, 10)",0,0,0
167,"(9, 11)",1,1,0
167,"(9, 12)",1,1,0
167,"(9, 13)",0,0,0
167,"(9, 14)",1,1,0
167,"(9, 15)",0,0,0
167,"(9, 16)",0,0,0
167,"(9, 17)",1,0,0
167,"(9, 18)",0,0,0
167,"(9, 19)",0,0,0
167,"(10, 0)",1,0,0
167,"(10, 1)",1,0,0
167,"(10, 2)",1,1,0
167,"(10, 3)",1,1,0
167,"(10, 4)",0,0,0
167,"(10, 5)",1,1,0
167,"(10, 6)",0,0,0
167,"(10, 7)",1,0,0
167,"(10, 8)",0,0,0
167,"(10, 9)",1,1,0
167,"(10, 10)",0,0,0
167,"(10, 11)",1,1,0
167,"(10, 12)",1,1,0
167,"(10, 13)",1,1,0
167,"(10, 14)",0,0,0
167,"(10, 15)",0,0,0
167,"(10, 16)",1,1,1
167,"(10, 17)",0,0,0
167,"(10, 18)",1,0,0
167,"(10, 19)",0,0,0
167,"(11, 0)",1,0,0
167,"(11, 1)",0,0,0
167,"(11, 2)",1,1,0
167,"(11, 3)",1,0,0
167,"(11, 4)",1,1,0
167,"(11, 5)",1,0,0
167,"(11, 6)",0,0,0
167,"(11, 7)",1,0,0
167,"(11, 8)",1,1,0
167,"(11, 9)",0,0,0
167,"(11, 10)",1,1,0
167,"(11, 11)",1,1,0
167,"(11, 12)",0,0,0
167,"(11, 13)",0,0,0
167,"(11, 14)",1,1,0
167,"(11, 15)",1,0,0
167,"(11, 16)",1,0,0
167,"(11, 17)",1,1,0
167,"(11, 18)",1,1,0
167,"(11, 19)",0,0,0
167,"(12, 0)",0,0,0
167,"(12, 1)",1,0,0
167,"(12, 2)",1,1,0
167,"(12, 3)",1,0,0
167,"(12, 4)",1,1,0
167,"(12, 5)",0,0,0
167,"(12, 6)",1,0,0
167,"(12, 7)",0,0,0
167,"(12, 8)",0,0,0
167,"(12, 9)",0,0,0
167,"(12, 10)",1,1,0
167,"(12, 11)",0,0,0
167,"(12, 12)",1,1,0
167,"(12, 13)",0,0,0
167,"(12, 14)",0,0,0
167,"(12, 15)",0,0,0
167,"(12, 16)",1,0,0
167,"(12, 17)",0,0,0
167,"(12, 18)",1,0,0
167,"(12, 19)",0,0,0
167,"(13, 0)",1,1,0
167,"(13, 1)",1,0,0
167,"(13, 2)",0,0,0
167,"(13, 3)",1,0,0
167,"(13, 4)",1,1,0
167,"(13, 5)",0,0,0
167,"(13, 6)",1,0,0
167,"(13, 7)",0,0,0
167,"(13, 8)",1,1,0
167,"(13, 9)",1,1,0
167,"(13, 10)",0,0,0
167,"(13, 11)",1,0,0
167,"(13, 12)",1,1,0
167,"(13, 13)",1,1,0
167,"(13, 14)",0,0,0
167,"(13, 15)",1,0,0
167,"(13, 16)",0,0,0
167,"(13, 17)",1,0,0
167,"(13, 18)",0,0,0
167,"(13, 19)",1,0,0
167,"(14, 0)",1,0,0
167,"(14, 1)",0,0,0
167,"(14, 2)",0,0,0
167,"(14, 3)",1,1,0
167,"(14, 4)",0,0,0
167,"(14, 5)",1,0,0
167,"(14, 6)",1,0,0
167,"(14, 7)",0,0,0
167,"(14, 8)",0,0,0
167,"(14, 9)",0,0,0
167,"(14, 10)",1,0,0
167,"(14, 11)",1,1,0
167,"(14, 12)",1,1,0
167,"(14, 13)",1,0,0
167,"(14, 14)",0,0,0
167,"(14, 15)",1,0,0
167,"(14, 16)",0,0,0
167,"(14, 17)",1,0,0
167,"(14, 18)",0,0,0
167,"(14, 19)",0,0,0
167,"(15, 0)",0,0,0
167,"(15, 1)",1,0,0
167,"(15, 2)",1,1,0
167,"(15, 3)",0,0,0
167,"(15, 4)",1,1,0
167,"(15, 5)",1,0,1
167,"(15, 6)",0,0,0
167,"(15, 7)",0,0,0
167,"(15, 8)",0,0,0
167,"(15, 9)",1,1,0
167,"(15, 10)",0,0,0
167,"(15, 11)",1,0,0
167,"(15, 12)",1,1,0
167,"(15, 13)",0,0,0
167,"(15, 14)",0,0,0
167,"(15, 15)",0,0,0
167,"(15, 16)",0,0,0
167,"(15, 17)",1,0,0
167,"(15, 18)",1,0,0
167,"(15, 19)",0,0,0
167,"(16, 0)",0,0,0
167,"(16, 1)",0,0,0
167,"(16, 2)",0,0,0
167,"(16, 3)",0,0,0
167,"(16, 4)",1,1,0
167,"(16, 5)",0,0,0
167,"(16, 6)",1,1,0
167,"(16, 7)",1,0,0
167,"(16, 8)",0,0,0
167,"(16, 9)",0,0,0
167,"(16, 10)",0,0,0
167,"(16, 11)",1,0,0
167,"(16, 12)",1,0,0
167,"(16, 13)",1,0,0
167,"(16, 14)",1,1,0
167,"(16, 15)",1,0,0
167,"(16, 16)",0,0,0
167,"(16, 17)",1,0,0
167,"(16, 18)",1,0,0
167,"(16, 19)",0,0,0
167,"(17, 0)",1,1,0
167,"(17, 1)",1,0,0
167,"(17, 2)",0,0,0
167,"(17, 3)",1,1,0
167,"(17, 4)",1,0,0
167,"(17, 5)",1,1,0
167,"(17, 6)",1,1,0
167,"(17, 7)",1,0,0
167,"(17, 8)",1,1,0
167,"(17, 9)",1,0,0
167,"(17, 10)",1,0,0
167,"(17, 11)",0,0,0
167,"(17, 12)",0,0,0
167,"(17, 13)",0,0,0
167,"(17, 14)",1,0,0
167,"(17, 15)",0,0,0
167,"(17, 16)",1,0,0
167,"(17, 17)",0,0,0
167,"(17, 18)",0,0,0
167,"(17, 19)",1,0,0
167,"(18, 0)",1,0,0
167,"(18, 1)",1,0,0
167,"(18, 2)",1,0,0
167,"(18, 3)",1,0,0
167,"(18, 4)",0,0,0
167,"(18, 5)",0,0,0
167,"(18, 6)",0,0,0
167,"(18, 7)",0,0,0
167,"(18, 8)",0,0,0
167,"(18, 9)",0,0,0
167,"(18, 10)",1,1,0
167,"(18, 11)",0,0,0
167,"(18, 12)",1,0,0
167,"(18, 13)",1,0,0
167,"(18, 14)",0,0,0
167,"(18, 15)",1,1,0
167,"(18, 16)",1,1,0
167,"(18, 17)",0,0,0
167,"(18, 18)",0,0,0
167,"(18, 19)",0,0,0
167,"(19, 0)",0,0,0
167,"(19, 1)",1,0,0
167,"(19, 2)",1,0,0
167,"(19, 3)",0,0,0
167,"(19, 4)",0,0,0
167,"(19, 5)",1,1,0
167,"(19, 6)",0,0,0
167,"(19, 7)",0,0,0
167,"(19, 8)",1,1,0
167,"(19, 9)",1,0,0
167,"(19, 10)",1,0,0
167,"(19, 11)",1,0,0
167,"(19, 12)",0,0,0
167,"(19, 13)",0,0,0
167,"(19, 14)",1,0,0
167,"(19, 15)",1,0,0
167,"(19, 16)",0,0,0
167,"(19, 17)",1,0,0
167,"(19, 18)",1,0,0
167,"(19, 19)",0,0,0
168,"(0, 0)",1,1,0
168,"(0, 1)",1,0,0
168,"(0, 2)",1,0,0
168,"(0, 3)",1,0,0
168,"(0, 4)",0,0,0
168,"(0, 5)",1,1,0
168,"(0, 6)",1,0,0
168,"(0, 7)",0,0,0
168,"(0, 8)",0,0,0
168,"(0, 9)",1,0,0
168,"(0, 10)",0,0,0
168,"(0, 11)",0,0,0
168,"(0, 12)",0,0,0
168,"(0, 13)",0,0,0
168,"(0, 14)",0,0,0
168,"(0, 15)",0,0,0
168,"(0, 16)",0,0,0
168,"(0, 17)",0,0,0
168,"(0, 18)",0,0,0
168,"(0, 19)",1,0,0
168,"(1, 0)",1,1,0
168,"(1, 1)",1,0,0
168,"(1, 2)",0,0,0
168,"(1, 3)",0,0,0
168,"(1, 4)",1,1,0
168,"(1, 5)",0,0,0
168,"(1, 6)",1,1,0
168,"(1, 7)",1,1,0
168,"(1, 8)",0,0,0
168,"(1, 9)",1,0,0
168,"(1, 10)",1,0,0
168,"(1, 11)",1,1,0
168,"(1, 12)",1,0,0
168,"(1, 13)",0,0,0
168,"(1, 14)",0,0,0
168,"(1, 15)",0,0,0
168,"(1, 16)",1,0,0
168,"(1, 17)",1,0,0
168,"(1, 18)",0,0,0
168,"(1, 19)",0,0,0
168,"(2, 0)",0,0,0
168,"(2, 1)",0,0,0
168,"(2, 2)",1,0,1
168,"(2, 3)",0,0,0
168,"(2, 4)",1,1,0
168,"(2, 5)",0,0,0
168,"(2, 6)",0,0,0
168,"(2, 7)",1,1,0
168,"(2, 8)",0,0,0
168,"(2, 9)",0,0,0
168,"(2, 10)",0,0,0
168,"(2, 11)",1,1,0
168,"(2, 12)",1,0,0
168,"(2, 13)",1,1,0
168,"(2, 14)",1,0,0
168,"(2, 15)",0,0,0
168,"(2, 16)",0,0,0
168,"(2, 17)",0,0,0
168,"(2, 18)",1,1,0
168,"(2, 19)",1,0,0
168,"(3, 0)",0,0,0
168,"(3, 1)",1,0,0
168,"(3, 2)",1,0,0
168,"(3, 3)",0,0,0
168,"(3, 4)",0,0,0
168,"(3, 5)",1,1,0
168,"(3, 6)",0,0,0
168,"(3, 7)",1,1,0
168,"(3, 8)",0,0,0
168,"(3, 9)",1,0,0
168,"(3, 10)",0,0,0
168,"(3, 11)",1,0,0
168,"(3, 12)",0,0,0
168,"(3, 13)",0,0,0
168,"(3, 14)",0,0,0
168,"(3, 15)",1,1,0
168,"(3, 16)",1,1,0
168,"(3, 17)",0,0,0
168,"(3, 18)",1,0,0
168,"(3, 19)",1,0,0
168,"(4, 0)",1,1,0
168,"(4, 1)",0,0,0
168,"(4, 2)",1,1,0
168,"(4, 3)",0,0,0
168,"(4, 4)",1,0,0
168,"(4, 5)",1,0,0
168,"(4, 6)",0,0,0
168,"(4, 7)",1,1,0
168,"(4, 8)",1,0,0
168,"(4, 9)",0,0,0
168,"(4, 10)",1,1,0
168,"(4, 11)",0,0,0
168,"(4, 12)",1,0,0
168,"(4, 13)",0,0,0
168,"(4, 14)",1,0,0
168,"(4, 15)",0,0,0
168,"(4, 16)",0,0,0
168,"(4, 17)",1,1,0
168,"(4, 18)",0,0,0
168,"(4, 19)",1,1,0
168,"(5, 0)",1,0,0
168,"(5, 1)",0,0,0
168,"(5, 2)",0,0,0
168,"(5, 3)",0,0,0
168,"(5, 4)",1,1,0
168,"(5, 5)",1,1,0
168,"(5, 6)",1,1,0
168,"(5, 7)",1,1,0
168,"(5, 8)",0,0,0
168,"(5, 9)",1,1,0
168,"(5, 10)",0,0,0
168,"(5, 11)",1,1,0
168,"(5, 12)",1,1,0
168,"(5, 13)",0,0,0
168,"(5, 14)",1,1,0
168,"(5, 15)",0,0,0
168,"(5, 16)",0,0,0
168,"(5, 17)",1,1,0
168,"(5, 18)",1,0,0
168,"(5, 19)",0,0,0
168,"(6, 0)",0,0,0
168,"(6, 1)",1,0,0
168,"(6, 2)",1,0,0
168,"(6, 3)",1,0,0
168,"(6, 4)",1,1,0
168,"(6, 5)",0,0,0
168,"(6, 6)",1,0,0
168,"(6, 7)",0,0,0
168,"(6, 8)",0,0,0
168,"(6, 9)",0,0,0
168,"(6, 10)",1,0,0
168,"(6, 11)",1,1,0
168,"(6, 12)",1,1,0
168,"(6, 13)",0,0,0
168,"(6, 14)",1,1,0
168,"(6, 15)",1,0,0
168,"(6, 16)",1,0,0
168,"(6, 17)",1,0,0
168,"(6, 18)",1,1,0
168,"(6, 19)",0,0,0
168,"(7, 0)",1,1,0
168,"(7, 1)",1,0,0
168,"(7, 2)",0,0,0
168,"(7, 3)",1,0,0
168,"(7, 4)",0,0,0
168,"(7, 5)",0,0,0
168,"(7, 6)",0,0,0
168,"(7, 7)",0,0,0
168,"(7, 8)",0,0,0
168,"(7, 9)",0,0,0
168,"(7, 10)",1,1,0
168,"(7, 11)",0,0,0
168,"(7, 12)",1,0,0
168,"(7, 13)",0,0,0
168,"(7, 14)",0,0,0
168,"(7, 15)",0,0,0
168,"(7, 16)",1,1,0
168,"(7, 17)",0,0,0
168,"(7, 18)",0,0,0
168,"(7, 19)",0,0,0
168,"(8, 0)",0,0,0
168,"(8, 1)",1,1,0
168,"(8, 2)",0,0,0
168,"(8, 3)",1,1,0
168,"(8, 4)",1,1,0
168,"(8, 5)",0,0,0
168,"(8, 6)",0,0,0
168,"(8, 7)",1,1,0
168,"(8, 8)",1,1,0
168,"(8, 9)",0,0,0
168,"(8, 10)",1,1,0
